cpt_hcpcs,modifier_1,modifier_2,age_from,age_thru,age_units,nonfacility_total_rvus_or_base_units,nonfacility_conversion_factor,nonfacility_allowed_amount,nonfacility_effective_start,facility_total_rvus_or_base_units,facility_conversion_factor,facility_allowed_amount,facility_effective_start,note_code_1,note_code_2,note_code_3,last_pricing_review_date,tos,tos_desc,source_code,source_description
24615,,,0,20,Years,,,,,21.90,28.0672,614.67,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24615,,,21,999,Years,,,,,21.90,26.7305,585.40,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24620,,,0,20,Years,18.26,28.0672,512.51,2026-03-01,18.26,28.0672,512.51,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24620,,,21,999,Years,18.26,26.7305,488.10,2026-03-01,18.26,26.7305,488.10,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24635,,,0,20,Years,,,,,20.89,28.0672,586.32,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24635,,,21,999,Years,,,,,20.89,26.7305,558.40,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24640,,,0,20,Years,3.13,28.0672,87.85,2024-03-01,2.39,28.0672,67.08,2024-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24650,,,0,20,Years,8.44,28.0672,236.89,2026-03-01,7.87,28.0672,220.89,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24650,,,21,999,Years,8.44,26.7305,225.61,2026-03-01,7.87,26.7305,210.37,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24655,,,0,20,Years,14.13,28.0672,396.59,2026-03-01,12.72,28.0672,357.01,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24655,,,21,999,Years,14.13,26.7305,377.70,2026-03-01,12.72,26.7305,340.01,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24665,,,0,20,Years,,,,,20.30,28.0672,569.76,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24665,,,21,999,Years,,,,,20.30,26.7305,542.63,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24666,,,0,20,Years,,,,,22.50,28.0672,631.51,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24666,,,21,999,Years,,,,,22.50,26.7305,601.44,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24670,,,0,20,Years,9.30,28.0672,261.02,2026-03-01,8.50,28.0672,238.57,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24670,,,21,999,Years,9.30,26.7305,248.59,2026-03-01,8.50,26.7305,227.21,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24675,,,0,20,Years,14.40,28.0672,404.17,2026-03-01,13.05,28.0672,366.28,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24675,,,21,999,Years,14.40,26.7305,384.92,2026-03-01,13.05,26.7305,348.83,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24685,,,0,20,Years,,,,,20.14,28.0672,565.27,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24685,,,21,999,Years,,,,,20.14,26.7305,538.35,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24800,,,0,20,Years,,,,,25.55,28.0672,717.12,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24800,,,21,999,Years,,,,,25.55,26.7305,682.96,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24802,,,0,20,Years,,,,,30.60,28.0672,858.86,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24802,,,21,999,Years,,,,,30.60,26.7305,817.95,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24900,,,0,20,Years,,,,,23.44,28.0672,657.90,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24900,,,21,999,Years,,,,,23.44,26.7305,626.56,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24920,,,0,20,Years,,,,,22.50,28.0672,631.51,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24920,,,21,999,Years,,,,,22.50,26.7305,601.44,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24925,,,0,20,Years,,,,,17.59,28.0672,493.70,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24925,,,21,999,Years,,,,,17.59,26.7305,470.19,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24930,,,0,20,Years,,,,,23.70,28.0672,665.19,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24930,,,21,999,Years,,,,,23.70,26.7305,633.51,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24931,,,0,20,Years,,,,,28.41,28.0672,797.39,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24931,,,21,999,Years,,,,,28.41,26.7305,759.41,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24935,,,0,20,Years,,,,,37.08,28.0672,1040.73,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24935,,,21,999,Years,,,,,37.08,26.7305,991.17,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24940,,,0,20,Years,,,,,0.00,0.0000,1040.73,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24940,,,21,999,Years,,,,,0.00,0.0000,991.17,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
24999,,,0,999,Years,,,,,0.00,0.0000,0.00,2010-01-01,5,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25000,,,0,20,Years,,,,,10.79,28.0672,302.85,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25000,,,21,999,Years,,,,,10.79,26.7305,288.42,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25001,,,0,20,Years,,,,,10.90,28.0672,305.93,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25001,,,21,999,Years,,,,,10.90,26.7305,291.36,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25020,,,0,20,Years,,,,,22.22,28.0672,623.65,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25020,,,21,999,Years,,,,,22.22,26.7305,593.95,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25023,,,0,20,Years,,,,,39.50,28.0672,1108.65,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25023,,,21,999,Years,,,,,39.50,26.7305,1055.85,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25024,,,0,20,Years,,,,,23.81,28.0672,668.28,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25024,,,21,999,Years,,,,,23.81,26.7305,636.45,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25025,,,0,20,Years,,,,,37.34,28.0672,1048.03,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25025,,,21,999,Years,,,,,37.34,26.7305,998.12,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25028,,,0,20,Years,20.78,28.0672,583.24,2026-03-01,20.78,28.0672,583.24,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25028,,,21,999,Years,20.78,26.7305,555.46,2026-03-01,20.78,26.7305,555.46,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25031,,,0,20,Years,11.47,28.0672,321.93,2026-03-01,11.47,28.0672,321.93,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25031,,,21,999,Years,11.47,26.7305,306.60,2026-03-01,11.47,26.7305,306.60,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25035,,,0,20,Years,,,,,18.19,28.0672,510.54,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25035,,,21,999,Years,,,,,18.19,26.7305,486.23,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25040,,,0,20,Years,,,,,17.25,28.0672,484.16,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25040,,,21,999,Years,,,,,17.25,26.7305,461.10,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25065,,,0,20,Years,7.64,28.0672,214.43,2026-03-01,4.79,28.0672,134.44,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25065,,,21,999,Years,7.64,26.7305,204.22,2026-03-01,4.79,26.7305,128.04,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25066,,,0,20,Years,11.52,28.0672,323.33,2026-03-01,11.52,28.0672,323.33,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25066,,,21,999,Years,11.52,26.7305,307.94,2026-03-01,11.52,26.7305,307.94,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25071,,,0,20,Years,13.02,28.0672,365.43,2026-03-01,13.02,28.0672,365.43,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25071,,,21,999,Years,13.02,26.7305,348.03,2026-03-01,13.02,26.7305,348.03,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25073,,,0,20,Years,16.51,28.0672,463.39,2026-03-01,16.51,28.0672,463.39,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25073,,,21,999,Years,16.51,26.7305,441.32,2026-03-01,16.51,26.7305,441.32,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25075,,,0,20,Years,15.51,28.0672,435.32,2026-03-01,9.75,28.0672,273.66,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25075,,,21,999,Years,15.51,26.7305,414.59,2026-03-01,9.75,26.7305,260.62,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25076,,,0,20,Years,,,,,16.01,28.0672,449.36,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25076,,,21,999,Years,,,,,16.01,26.7305,427.96,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25077,,,0,20,Years,,,,,26.14,28.0672,733.68,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25077,,,21,999,Years,,,,,26.14,26.7305,698.74,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25078,,,0,20,Years,,,,,35.44,28.0672,994.70,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25078,,,21,999,Years,,,,,35.44,26.7305,947.33,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25085,,,0,20,Years,,,,,13.91,28.0672,390.41,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25085,,,21,999,Years,,,,,13.91,26.7305,371.82,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25100,,,0,20,Years,,,,,10.90,28.0672,305.93,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25100,,,21,999,Years,,,,,10.90,26.7305,291.36,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25101,,,0,20,Years,,,,,12.63,28.0672,354.49,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25101,,,21,999,Years,,,,,12.63,26.7305,337.61,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25105,,,0,20,Years,,,,,15.12,28.0672,424.38,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25105,,,21,999,Years,,,,,15.12,26.7305,404.17,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25107,,,0,20,Years,,,,,19.18,28.0672,538.33,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25107,,,21,999,Years,,,,,19.18,26.7305,512.69,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25109,,,0,20,Years,,,,,16.60,28.0672,465.92,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25109,,,21,999,Years,,,,,16.60,26.7305,443.73,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25110,,,0,20,Years,10.77,28.0672,302.28,2026-03-01,10.77,28.0672,302.28,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25110,,,21,999,Years,10.77,26.7305,287.89,2026-03-01,10.77,26.7305,287.89,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25111,,,0,20,Years,10.16,28.0672,285.16,2026-03-01,10.16,28.0672,285.16,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25111,,,21,999,Years,10.16,26.7305,271.58,2026-03-01,10.16,26.7305,271.58,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25112,,,0,20,Years,12.17,28.0672,341.58,2026-03-01,12.17,28.0672,341.58,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25112,,,21,999,Years,12.17,26.7305,325.31,2026-03-01,12.17,26.7305,325.31,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25115,,,0,20,Years,,,,,23.34,28.0672,655.09,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25115,,,21,999,Years,,,,,23.34,26.7305,623.89,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25116,,,0,20,Years,,,,,18.71,28.0672,525.14,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25116,,,21,999,Years,,,,,18.71,26.7305,500.13,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25118,,,0,20,Years,,,,,11.93,28.0672,334.84,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25118,,,21,999,Years,,,,,11.93,26.7305,318.89,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25119,,,0,20,Years,,,,,15.56,28.0672,436.73,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25119,,,21,999,Years,,,,,15.56,26.7305,415.93,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25120,,,0,20,Years,,,,,15.54,28.0672,436.16,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25120,,,21,999,Years,,,,,15.54,26.7305,415.39,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25125,,,0,20,Years,,,,,18.40,28.0672,516.44,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25125,,,21,999,Years,,,,,18.40,26.7305,491.84,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25126,,,0,20,Years,,,,,18.52,28.0672,519.80,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25126,,,21,999,Years,,,,,18.52,26.7305,495.05,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25130,,,0,20,Years,,,,,14.05,28.0672,394.34,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25130,,,21,999,Years,,,,,14.05,26.7305,375.56,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25135,,,0,20,Years,,,,,17.38,28.0672,487.81,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25135,,,21,999,Years,,,,,17.38,26.7305,464.58,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25136,,,0,20,Years,,,,,15.43,28.0672,433.08,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25136,,,21,999,Years,,,,,15.43,26.7305,412.45,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25145,,,0,20,Years,,,,,16.14,28.0672,453.00,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25145,,,21,999,Years,,,,,16.14,26.7305,431.43,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25150,,,0,20,Years,,,,,17.55,28.0672,492.58,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25150,,,21,999,Years,,,,,17.55,26.7305,469.12,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25151,,,0,20,Years,,,,,18.06,28.0672,506.89,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25151,,,21,999,Years,,,,,18.06,26.7305,482.75,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25170,,,0,20,Years,,,,,44.49,28.0672,1248.71,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25170,,,21,999,Years,,,,,44.49,26.7305,1189.24,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25210,,,0,20,Years,,,,,15.29,28.0672,429.15,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25210,,,21,999,Years,,,,,15.29,26.7305,408.71,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25215,,,0,20,Years,,,,,19.13,28.0672,536.93,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25215,,,21,999,Years,,,,,19.13,26.7305,511.35,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25230,,,0,20,Years,,,,,13.47,28.0672,378.07,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25230,,,21,999,Years,,,,,13.47,26.7305,360.06,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25240,,,0,20,Years,,,,,13.37,28.0672,375.26,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25240,,,21,999,Years,,,,,13.37,26.7305,357.39,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25246,,,0,20,Years,5.69,28.0672,159.70,2026-03-01,2.16,28.0672,60.63,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25246,,,21,999,Years,5.69,26.7305,152.10,2026-03-01,2.16,26.7305,57.74,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25248,,,0,20,Years,,,,,12.90,28.0672,362.07,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25248,,,21,999,Years,,,,,12.90,26.7305,344.82,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25250,,,0,20,Years,,,,,16.52,28.0672,463.67,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25250,,,21,999,Years,,,,,16.52,26.7305,441.59,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25251,,,0,20,Years,,,,,22.10,28.0672,620.29,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25251,,,21,999,Years,,,,,22.10,26.7305,590.74,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25259,,,0,20,Years,,,,,13.08,28.0672,367.12,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25259,,,21,999,Years,,,,,13.08,26.7305,349.63,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25260,,,0,20,Years,,,,,19.63,28.0672,550.96,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25260,,,21,999,Years,,,,,19.63,26.7305,524.72,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25263,,,0,20,Years,,,,,19.58,28.0672,549.56,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25263,,,21,999,Years,,,,,19.58,26.7305,523.38,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25265,,,0,20,Years,,,,,23.16,28.0672,650.04,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25265,,,21,999,Years,,,,,23.16,26.7305,619.08,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25270,,,0,20,Years,,,,,15.32,28.0672,429.99,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25270,,,21,999,Years,,,,,15.32,26.7305,409.51,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25272,,,0,20,Years,,,,,17.29,28.0672,485.28,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25272,,,21,999,Years,,,,,17.29,26.7305,462.17,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25274,,,0,20,Years,,,,,20.52,28.0672,575.94,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25274,,,21,999,Years,,,,,20.52,26.7305,548.51,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25275,,,0,20,Years,,,,,20.73,28.0672,581.83,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25275,,,21,999,Years,,,,,20.73,26.7305,554.12,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25280,,,0,20,Years,,,,,17.49,28.0672,490.90,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25280,,,21,999,Years,,,,,17.49,26.7305,467.52,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25290,,,0,20,Years,,,,,13.55,28.0672,380.31,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25290,,,21,999,Years,,,,,13.55,26.7305,362.20,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25295,,,0,20,Years,,,,,16.31,28.0672,457.78,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25295,,,21,999,Years,,,,,16.31,26.7305,435.97,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25300,,,0,20,Years,,,,,21.29,28.0672,597.55,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25300,,,21,999,Years,,,,,21.29,26.7305,569.09,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25301,,,0,20,Years,,,,,19.82,28.0672,556.29,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25301,,,21,999,Years,,,,,19.82,26.7305,529.80,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25310,,,0,20,Years,,,,,21.95,28.0672,616.08,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25310,,,21,999,Years,,,,,21.95,26.7305,586.73,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25312,,,0,20,Years,,,,,22.08,28.0672,619.72,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25312,,,21,999,Years,,,,,22.08,26.7305,590.21,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25315,,,0,20,Years,,,,,23.59,28.0672,662.11,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25315,,,21,999,Years,,,,,23.59,26.7305,630.57,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25316,,,0,20,Years,,,,,28.01,28.0672,786.16,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25316,,,21,999,Years,,,,,28.01,26.7305,748.72,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25320,,,0,20,Years,,,,,30.46,28.0672,854.93,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25320,,,21,999,Years,,,,,30.46,26.7305,814.21,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25332,,,0,20,Years,,,,,25.92,28.0672,727.50,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25332,,,21,999,Years,,,,,25.92,26.7305,692.85,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25335,,,0,20,Years,,,,,28.86,28.0672,810.02,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25335,,,21,999,Years,,,,,28.86,26.7305,771.44,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25337,,,0,20,Years,,,,,27.33,28.0672,767.08,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25337,,,21,999,Years,,,,,27.33,26.7305,730.54,2026-03-01,,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25350,,,0,20,Years,,,,,20.75,28.0672,582.39,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25350,,,21,999,Years,,,,,20.75,26.7305,554.66,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25355,,,0,20,Years,,,,,23.48,28.0672,659.02,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25355,,,21,999,Years,,,,,23.48,26.7305,627.63,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25360,,,0,20,Years,,,,,20.21,28.0672,567.24,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25360,,,21,999,Years,,,,,20.21,26.7305,540.22,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25365,,,0,20,Years,,,,,28.03,28.0672,786.72,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
25365,,,21,999,Years,,,,,28.03,26.7305,749.26,2026-03-01,10,,,2026-03-01,2,SURGERY,PRCR402C,PHYSICIAN
